"","ResponseId","involve","org","org_type","tasks","location","concernShort","concernLong","top_sector","collabActivities","barriers","forum_art","forum_baycan","forum_crc","forum_da","forum_sfep","forum_ccccl","forum_ccse","forum_sccc","forum_rpp","forum_sr","forum_sjrcc","forum_sbrr","forum_yccac","forum_ycrrc","forum_ryc","forum_other","forumProgress_art","forumProgress_baycan","forumProgress_crc","forumProgress_da","forumProgress_sfep","forumProgress_ccccl","forumProgress_ccse","forumProgress_sccc","forumProgress_rpp","forumProgress_sr","forumProgress_sjrcc","forumProgress_sbrr","forumProgress_yccac","forumProgress_ycrrc","forumProgress_ryc","forumProgress_other","collaboratorsFed","collaboratorsState","collaboratorsLocalRegional","collaboratorsNGO","missing_collaborators"
"266","R_7VYQAqmVmetqhBn","A major aspect of my work for more than 5 years","central delta water agency","Water Infrastructure Special District (e.g. irrigation district)","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations; Project or program management; Advocacy; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Somewhat concerned","Somewhat concerned","Agricultural industry; Flood management; Water supply reliability","Engaging in joint planning with other organizations; Implementing projects jointly with other organizations","Competing visions for adaptation pathways; Competing visions for adaptation pathways","Yes",NA,NA,"Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"San Joaquin County Advisory Water Commission","Strongly Agree",NA,NA,"Strongly disagree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Water Resources; Delta Protection Commission; Central Valley Flood Protection Board; Delta Stewardship Council; California Office Of Emergency Services","South Delta Water Agency; Metropolitan Water District Of Southern California; East Bay Municipal Utility District","Delta Counties Coalition; San Joaquin County: Department Of Public Works; San Joaquin County: Office Of Emergency Services","Governor"
"267","R_7ValMBfXwVaCnt6","A part of my work, with occasional involvement","sacramento splash","No-profit organization/Non-governmental organization/Community-based organization","Policy advising/analysis; Advocacy; Outreach or communication",NA,"Very concerned","Very concerned","Availability of housing; Agricultural industry; Water supply reliability","Signing a formal agreement with another organization; Carrying out advocacy activities jointly with other organizations; Organizing public meetings jointly with other organizations","Adaptation is not my organization’s main focus; Limited capacity to acquire funding; Limited capacity for community engagement",NA,NA,"Yes",NA,NA,NA,NA,"Yes","Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Somewhat agree",NA,NA,NA,NA,"Somewhat agree","Somewhat agree",NA,NA,NA,NA,NA,NA,NA,NA,"California Natural Resources Agency; California Department Of Food And Agriculture","City Of Elk Grove; City Of Sacramento; City Of Rancho Cordova; City Of Folsom; Sacramento County; Sacramento Area Sewer District; Sacramento Metropolitan Air Quality Management District; Sacramento Municipal Utility District; Sacramento Valley Conservancy","Sierra Club; California Native Plant Society; Effie Yeaw Nature Center; Soil Born Farms; Donors",NA
"268","R_7XgMFg7EeRBSTJY","A major aspect of my work for 1-5 years","metropolitan water district of southern california","Water Infrastructure Special District (e.g. irrigation district)","Policy advising/analysis; Technical advising/analysis; Planning and design; Scientific research; Project or program management; Outreach or communication","Region 1; Region 2; Region 3; Region 4; Other region (please specify): Southern California","Very concerned","Moderately concerned","Agricultural industry; Biodiversity; Water supply reliability","Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations; Carrying out research projects jointly with other organizations","Adaptation is not my organization’s main focus; Competing visions for adaptation pathways; Limited capacity for community engagement","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Bureau Of Reclamation; United States Fish And Wildlife Service; United States Geological Survey","California Department Of Water Resources; California Department Of Fish And Wildlife; Delta Protection Commission; Delta Stewardship Council; Delta Protection Commission","Delta Conservancy; Contra Costa County; Yolo County; Sacramento Area Flood Control Agency","Buena Vista Rancheria Of Me-Wuk Indians; The Nature Conservancy; Sierra Club; Ducks Unlimited; California Waterfowl Association; University Of California Davis; California State University Chico; San Francisco Estuary Institute",NA
"269","R_7Ytv0BBPO9HPf0R","A major aspect of my work for more than 5 years","the freshwater trust","Environmental Group","Executive management 
(i.e. top management); Policy advising/analysis; Technical advising/analysis; Planning and design; Government relations",NA,"Somewhat concerned","Moderately concerned","Ecosystem health; Recreational access","Implementing projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Training personnel from other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations; Joining or supporting litigation or other judicial processes","Lack of effective collaboration among interested parties; Insufficient financial resources; Other","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"United States Fish And Wildlife Service; United States Forest Service; United States Bureau Of Land Management; National Marine Fisheries Service; Natural Resources Conservation Service","California Natural Resources Agency; Wildlife Conservation Board; California Department Of Fish And Wildlife","Sierra Nevada Conservancy; American River Conservancy; Sacramento Area Sewer District; Omochumne-Hartnell Water District; Sloughhouse Resource Conservation District; Sacramento Central Groundwater Agency; Reclamation District #800","Wilton Rancheria; Sacramento County: Department Of Water Resources; Sacramento County: Office Of Emergency Services; Cosumnes Coalition; Sacramento Splash; The Nature Conservancy",NA
"270","R_7aadC1qECkfwDem","A part of my work, with occasional involvement","contra costa county","Local government (cities, counties)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","R_7dSD7GaDXIhXs5h","A major aspect of my work for 1-5 years","delta conservancy","Regional government","Technical advising/analysis; Scientific research; Project or program management; Outreach or communication","Region 1; Region 2; Region 3; Region 4","Moderately concerned","Very concerned","Ecosystem health; Public health; Biodiversity","Implementing projects jointly with other organizations; Carrying out research projects jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Engaging in joint planning with other organizations; Streamlining permitting applications jointly with other organizations; Organizing public meetings jointly with other organizations","Competing visions for adaptation pathways; Insufficient financial resources; Unequal capacity of partners to participate in collaborative planning","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Delta Stewardship Council; State Water Resources Control Board; California Department Of Fish And Wildlife; California Department Of Water Resources; California Department Of Food And Agriculture","North Delta Water Agency; South Delta Water Agency; Central Delta Water Agency; East Contra Costa County Habitat Conservancy; Metropolitan Water District Of Southern California","The Nature Conservancy; Conservation Farms And Ranches; Audubon California; John Muir Land Trust; University Of California Davis; University Of California Merced; Openet; Numerous Delta Growers",NA
"272","R_7dumy7oO9cTBE6f","A part of my work, with occasional involvement","city of sacramento","Local government (cities, counties)","Planning and design","City of Sacramento","Moderately concerned","Very concerned","Environmental justice 
communities; Public health; Flood management","Implementing projects jointly with other organizations; Carrying out advocacy activities jointly with other organizations; Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Engaging in joint planning with other organizations; Organizing public meetings jointly with other organizations; Preparing grant/funding proposals jointly with other organizations","Limited capacity to acquire funding; Insufficient financial resources; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","R_7eq8slVqJbHedJv","A major aspect of my work for 1-5 years","unknown_215",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","R_7eq9j96JEnj7Ymd","A part of my work, with routine involvement","compass resource management","No-profit organization/Non-governmental organization/Community-based organization","Policy advising/analysis; Planning and design","Region 2; Region 3","Moderately concerned","Very concerned","Ecosystem health; Public health; Water supply reliability","Sharing information with other organizations; Publishing reports or other publicly available documents jointly with other organizations; Outreach activities regarding new adaptation-related projects jointly with other organizations; Organizing public meetings jointly with other organizations","Limited authority; Insufficient financial resources",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Fish And Wildlife; California Department Of Water Resources",NA,"Buena Vista Rancheria Of Me-Wuk Indians",NA
"275","R_7ey2DXaRupq7CNr","A part of my work, with routine involvement","contra costa county","Local government (cities, counties)","Planning and design",NA,"Moderately concerned","Moderately concerned","Ecosystem health; Environmental justice 
communities; Flood management","Sharing information with other organizations; Organizing public meetings jointly with other organizations","Competing visions for adaptation pathways; Limited capacity to acquire funding; Insufficient financial resources","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No","No","No","No","No","No","No",NA,"Agree",NA,NA,NA,"Agree","Agree",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"California Department Of Forestry And Fire Protection; California Office Of Emergency Services; Central Valley Flood Protection Board; Delta Stewardship Council; Bay Conservation And Development Commission","Contra Costa County; Solano County; City Of Stockton; Placer County; City Of Vallejo; Oneshoreline","California Department Of Conservation: California Geological Survey; Climate Resilient Communities; Local Businesses; Local Community Members",NA
